ASVs	hdpe	wood	tw	water3	water02
ASV_8281	0.07	0.00	0.00	0.00	0.00
ASV_8282	0.00	0.00	0.00	0.04	0.00
ASV_8283	0.27	0.00	0.00	0.00	0.00
ASV_8285	0.07	0.00	0.00	0.00	0.00
ASV_8288	0.00	0.00	0.00	0.04	0.04
ASV_8289	0.00	0.07	0.00	0.00	0.00
ASV_8290	0.00	0.13	0.00	0.00	0.00
ASV_8292	0.00	0.07	0.00	0.00	0.00
ASV_8293	0.00	0.00	0.00	0.11	0.07
ASV_8294	0.20	0.00	0.07	0.00	0.00
ASV_8296	0.07	0.07	0.07	0.00	0.00
ASV_8297	0.00	0.00	0.00	0.04	0.00
ASV_8298	0.13	0.00	0.00	0.00	0.00
ASV_8299	0.07	0.00	0.00	0.00	0.00
ASV_8300	0.40	0.20	0.27	0.00	0.00
ASV_8301	0.00	0.00	0.00	0.04	0.00
ASV_8302	0.00	0.00	0.00	0.11	0.00
ASV_8303	0.00	0.00	0.00	0.04	0.00
ASV_8306	0.00	0.00	0.00	0.04	0.00
ASV_8307	0.07	0.00	0.00	0.00	0.00
ASV_8308	0.00	0.00	0.00	0.11	0.15
ASV_8309	0.00	0.00	0.00	0.04	0.26
ASV_8310	0.00	0.00	0.00	0.04	0.00
ASV_8311	0.00	0.00	0.00	0.04	0.00
ASV_8312	0.00	0.00	0.00	0.07	0.04
ASV_8313	0.07	0.00	0.00	0.15	0.00
ASV_8314	0.00	0.00	0.00	0.15	0.04
ASV_8315	0.00	0.07	0.00	0.00	0.00
ASV_8317	0.00	0.00	0.07	0.00	0.00
ASV_8319	0.00	0.00	0.00	0.04	0.00
ASV_8320	0.13	0.00	0.00	0.15	0.00
ASV_8322	0.13	0.00	0.00	0.00	0.00
ASV_8323	0.20	0.00	0.00	0.04	0.00
ASV_8325	0.00	0.00	0.07	0.00	0.00
ASV_8326	0.00	0.00	0.00	0.07	0.00
ASV_8327	0.07	0.00	0.00	0.15	0.11
ASV_8329	0.13	0.07	0.07	0.00	0.00
ASV_8331	0.00	0.00	0.00	0.00	0.04
ASV_8332	0.00	0.00	0.00	0.04	0.00
ASV_8333	0.00	0.20	0.00	0.00	0.00
ASV_8338	0.00	0.07	0.00	0.00	0.00
ASV_8339	0.00	0.00	0.33	0.00	0.00
ASV_8340	0.00	0.00	0.00	0.04	0.11
ASV_8341	0.00	0.00	0.00	0.00	0.04
ASV_8342	0.00	0.00	0.07	0.00	0.00
ASV_8343	0.00	0.00	0.00	0.04	0.00
ASV_8344	0.07	0.00	0.07	0.00	0.00
ASV_8345	0.07	0.00	0.00	0.00	0.00
ASV_8346	0.00	0.13	0.07	0.00	0.00
ASV_8347	0.13	0.00	0.00	0.00	0.00
ASV_8349	0.13	0.00	0.00	0.00	0.00
ASV_8350	0.00	0.00	0.00	0.04	0.00
ASV_8351	0.20	0.00	0.07	0.00	0.00
ASV_8352	0.00	0.00	0.00	0.07	0.00
ASV_8353	0.13	0.00	0.00	0.04	0.00
ASV_8354	0.00	0.00	0.07	0.00	0.00
ASV_8356	0.00	0.00	0.00	0.00	0.04
ASV_8357	0.00	0.00	0.00	0.04	0.00
ASV_8358	0.00	0.00	0.00	0.04	0.00
ASV_8360	0.00	0.00	0.00	0.00	0.04
ASV_8363	0.07	0.00	0.00	0.00	0.00
ASV_8367	0.00	0.00	0.00	0.04	0.00
ASV_8369	0.00	0.20	0.00	0.00	0.00
ASV_8372	0.00	0.00	0.00	0.04	0.00
ASV_8374	0.00	0.00	0.00	0.00	0.04
ASV_8375	0.00	0.00	0.00	0.04	0.00
ASV_8377	0.00	0.00	0.00	0.07	0.00
ASV_8380	0.07	0.00	0.00	0.00	0.00
ASV_8381	0.00	0.00	0.00	0.00	0.07
ASV_8382	0.00	0.00	0.00	0.22	0.26
ASV_8384	0.00	0.00	0.00	0.04	0.00
ASV_8385	0.00	0.00	0.00	0.04	0.00
ASV_8389	0.00	0.07	0.00	0.00	0.00
ASV_8391	0.00	0.13	0.00	0.00	0.00
ASV_8394	0.00	0.00	0.00	0.04	0.00
ASV_8395	0.33	0.00	0.07	0.00	0.00
ASV_8396	0.00	0.13	0.00	0.00	0.00
ASV_8397	0.00	0.00	0.00	0.04	0.04
ASV_8398	0.00	0.00	0.80	0.00	0.00
ASV_8401	0.00	0.00	0.00	0.04	0.00
ASV_8402	0.07	0.00	0.00	0.00	0.00
ASV_8403	0.00	0.07	0.00	0.00	0.00
ASV_8405	0.00	0.00	0.00	0.00	0.04
ASV_8408	0.07	0.00	0.00	0.00	0.00
ASV_8409	0.00	0.00	0.00	0.04	0.00
ASV_8410	0.27	0.00	0.13	0.00	0.00
ASV_8411	0.07	0.00	0.00	0.00	0.00
ASV_8412	0.00	0.00	0.00	0.00	0.04
ASV_8414	0.00	0.00	0.00	0.04	0.00
ASV_8415	0.60	0.00	0.07	0.00	0.00
ASV_8416	0.00	0.00	0.00	0.04	0.00
ASV_8417	0.00	0.00	0.00	0.04	0.00
ASV_8418	0.00	0.00	0.00	0.04	0.00
ASV_8420	0.07	0.00	0.00	0.00	0.00
ASV_8423	0.07	0.00	0.00	0.00	0.00
ASV_8424	0.00	0.00	0.00	0.11	0.00
ASV_8425	0.00	0.07	0.00	0.00	0.00
ASV_8426	0.00	0.00	0.00	0.00	0.04
ASV_8427	0.00	0.00	0.00	0.04	0.00
ASV_8428	0.20	0.00	0.00	0.00	0.00
ASV_8429	0.00	0.00	0.00	0.04	0.00
ASV_8430	0.07	0.00	0.00	0.04	0.00
ASV_8432	0.00	0.00	0.00	0.15	0.00
ASV_8434	0.00	0.53	0.00	0.00	0.00
ASV_8435	0.13	0.00	0.00	0.00	0.00
ASV_8436	0.00	0.07	0.00	0.04	0.00
ASV_8437	0.00	0.00	0.00	0.04	0.00
ASV_8439	0.20	0.00	0.00	0.11	0.26
ASV_8440	0.00	0.00	0.00	0.00	0.07
ASV_8441	0.00	0.00	0.00	0.07	0.00
ASV_8443	0.00	0.00	0.00	0.00	0.19
ASV_8444	0.00	0.20	0.00	0.00	0.00
ASV_8446	0.07	0.00	0.00	0.00	0.00
ASV_8447	0.13	0.00	0.00	0.00	0.00
ASV_8448	0.00	0.00	0.07	0.00	0.00
ASV_8449	0.07	0.00	0.00	0.00	0.00
ASV_8451	0.00	0.00	0.40	0.00	0.00
ASV_8452	0.27	0.00	0.20	0.26	0.30
ASV_8454	0.00	0.40	0.00	0.00	0.00
ASV_8455	0.00	0.00	0.00	0.11	0.11
ASV_8456	0.07	0.00	0.00	0.04	0.00
ASV_8457	0.00	0.07	0.00	0.00	0.00
ASV_8459	0.00	0.07	0.00	0.00	0.00
ASV_8460	0.07	0.00	0.00	0.00	0.00
ASV_8461	0.73	0.47	0.40	0.07	0.00
ASV_8462	0.07	0.00	0.00	0.00	0.00
ASV_8463	0.00	0.33	0.00	0.00	0.00
ASV_8464	0.00	0.20	0.00	0.00	0.00
ASV_8465	0.07	0.00	0.00	0.00	0.00
ASV_8466	0.00	0.00	0.40	0.15	0.00
ASV_8468	0.07	0.00	0.13	0.00	0.00
ASV_8469	0.00	0.00	0.13	0.00	0.00
ASV_8470	0.00	0.00	0.00	0.00	0.07
ASV_8472	0.00	0.00	0.00	0.00	0.04
ASV_8473	0.00	0.07	0.00	0.00	0.00
ASV_8475	0.00	0.00	0.13	0.00	0.00
ASV_8476	0.07	0.00	0.00	0.00	0.00
ASV_8477	0.00	0.00	0.00	0.04	0.00
ASV_8479	0.00	0.00	0.00	0.07	0.00
ASV_8480	0.20	0.00	0.00	0.00	0.00
ASV_8481	0.00	0.00	0.00	0.00	0.07
ASV_8483	0.00	0.07	0.00	0.00	0.00
ASV_8484	0.00	0.00	0.07	0.00	0.00
ASV_8485	0.00	0.13	0.00	0.00	0.00
ASV_8486	0.27	0.20	0.13	0.00	0.00
ASV_8490	0.00	0.00	0.00	0.04	0.00
ASV_8491	0.00	0.00	0.00	0.00	0.19
ASV_8492	0.27	0.07	0.00	0.11	0.00
ASV_8493	0.00	0.07	0.00	0.00	0.00
ASV_8495	0.00	0.00	0.00	0.00	0.04
ASV_8496	0.00	0.00	0.00	0.04	0.00
ASV_8497	0.00	0.00	0.07	0.00	0.00
ASV_8499	0.20	0.00	0.00	0.00	0.00
ASV_8500	0.00	0.00	0.00	0.04	0.00
ASV_8501	0.07	0.00	0.00	0.00	0.00
ASV_8502	0.00	0.00	0.00	0.04	0.00
ASV_8503	0.00	0.00	0.00	0.04	0.00
ASV_8504	0.00	0.00	0.00	0.11	0.00
ASV_8505	0.07	0.00	0.00	0.00	0.04
ASV_8507	0.00	0.00	0.00	0.04	0.00
ASV_8508	0.00	0.20	0.00	0.00	0.00
ASV_8509	0.00	0.00	0.07	0.00	0.00
ASV_8511	0.00	0.13	0.00	0.00	0.00
ASV_8512	0.00	0.07	0.00	0.00	0.00
ASV_8513	0.00	0.00	0.00	0.04	0.00
ASV_8514	0.00	0.00	0.00	0.00	0.04
ASV_8515	0.00	0.00	0.00	0.00	0.04
ASV_8517	0.00	0.00	0.00	0.00	0.07
ASV_8520	0.00	0.00	0.07	0.00	0.00
ASV_8521	0.13	0.00	0.00	0.00	0.00
ASV_8522	0.00	0.00	0.00	0.04	0.00
ASV_8523	0.00	0.13	0.00	0.00	0.00
ASV_8524	0.00	0.00	0.00	0.11	0.15
ASV_8525	0.00	0.13	0.00	0.00	0.00
ASV_8526	0.00	0.07	0.00	0.00	0.00
ASV_8527	0.07	0.00	0.07	0.04	0.00
ASV_8528	0.07	0.00	0.00	0.00	0.00
ASV_8530	0.00	0.00	0.00	0.04	0.00
ASV_8531	0.13	0.13	0.00	0.48	0.00
ASV_8532	0.00	0.00	0.00	0.00	0.07
ASV_8533	0.00	0.00	0.00	0.00	0.04
ASV_8534	0.00	0.07	0.00	0.00	0.00
ASV_8535	0.00	0.00	0.13	0.00	0.00
ASV_8536	0.00	0.00	0.00	0.07	0.00
ASV_8537	0.00	0.00	0.07	0.00	0.00
ASV_8539	0.33	0.00	0.00	0.00	0.00
ASV_8540	0.00	0.07	0.00	0.00	0.00
ASV_8541	0.00	0.00	0.00	0.04	0.00
ASV_8545	0.00	0.00	0.00	0.07	0.00
ASV_8546	0.00	0.00	0.00	0.00	0.04
ASV_8547	0.13	0.00	0.07	0.00	0.00
ASV_8548	0.07	0.00	0.00	0.00	0.00
ASV_8549	0.00	0.47	0.00	0.07	0.00
ASV_8551	0.40	0.40	0.33	0.04	0.00
ASV_8552	0.07	0.00	0.00	0.00	0.00
ASV_8554	0.27	0.00	0.07	0.04	0.00
ASV_8555	0.00	0.00	0.00	0.00	0.04
ASV_8557	0.13	0.00	0.00	0.00	0.00
ASV_8558	0.00	0.00	0.00	0.04	0.00
ASV_8559	0.00	0.07	0.00	0.00	0.00
ASV_8561	0.00	0.00	0.00	0.04	0.00
ASV_8562	0.00	0.13	0.00	0.00	0.00
ASV_8563	0.07	0.00	0.00	0.00	0.00
ASV_8564	0.00	0.00	0.00	0.00	0.04
ASV_8565	0.07	0.00	0.00	0.00	0.00
ASV_8567	0.20	0.00	0.00	0.00	0.00
ASV_8568	0.33	0.20	0.00	0.00	0.00
ASV_8569	0.00	0.13	0.00	0.00	0.00
ASV_8570	0.07	0.00	0.00	0.00	0.00
ASV_8572	0.00	0.00	0.00	0.11	0.00
ASV_8576	0.00	0.00	0.00	0.04	0.00
ASV_8577	0.13	0.00	0.00	0.15	0.19
ASV_8578	0.20	0.00	0.00	0.00	0.00
ASV_8580	0.00	0.07	0.00	0.00	0.00
ASV_8581	0.00	0.00	0.00	0.04	0.00
ASV_8582	0.07	0.00	0.00	0.00	0.00
ASV_8584	0.27	0.00	0.00	0.04	0.07
ASV_8585	0.00	0.00	0.00	0.44	0.04
ASV_8586	0.00	0.00	0.00	0.04	0.00
ASV_8587	0.00	0.07	0.00	0.00	0.00
ASV_8588	0.00	0.00	0.00	0.04	0.00
ASV_8589	0.27	0.13	0.00	0.11	0.00
ASV_8590	0.00	0.00	0.00	0.04	0.07
ASV_8592	0.00	0.00	0.00	0.04	0.00
ASV_8593	0.00	0.00	0.00	0.00	0.04
ASV_8596	0.00	0.00	0.00	0.04	0.00
ASV_8597	0.00	0.00	0.00	0.11	0.00
ASV_8600	0.00	0.00	0.00	0.04	0.00
ASV_8601	0.07	0.07	0.00	0.04	0.00
ASV_8602	0.00	0.20	0.20	0.00	0.00
ASV_8604	0.00	0.07	0.00	0.00	0.00
ASV_8606	0.00	0.20	0.20	0.00	0.00
ASV_8607	0.07	0.00	0.00	0.00	0.00
ASV_8608	0.00	0.07	0.00	0.00	0.00
ASV_8609	0.07	0.00	0.00	0.00	0.00
ASV_8610	0.00	0.00	0.00	0.04	0.00
ASV_8612	0.07	0.00	0.00	0.00	0.00
ASV_8614	0.00	0.00	0.00	0.00	0.04
ASV_8616	0.07	0.13	0.00	0.07	0.00
ASV_8618	0.00	0.00	0.00	0.04	0.00
ASV_8619	0.07	0.00	0.00	0.00	0.00
ASV_8621	0.00	0.00	0.00	0.11	0.00
ASV_8622	0.53	0.00	0.07	0.37	0.44
ASV_8623	0.07	0.07	0.00	0.11	0.00
ASV_8626	0.07	0.00	0.00	0.00	0.00
ASV_8628	0.13	0.00	0.00	0.00	0.00
ASV_8629	0.07	0.00	0.00	0.00	0.00
ASV_8630	0.00	0.00	0.00	0.11	0.41
ASV_8631	0.00	0.00	0.00	0.00	0.04
ASV_8632	0.13	0.00	0.00	0.00	0.00
ASV_8634	0.13	0.00	0.20	0.00	0.00
ASV_8635	0.00	0.00	0.00	0.00	0.04
ASV_8637	0.00	0.00	0.00	0.00	0.11
ASV_8639	0.00	0.00	0.07	0.00	0.00
ASV_8640	0.00	0.00	0.00	0.04	0.00
ASV_8642	0.00	0.07	0.00	0.00	0.00
ASV_8643	0.00	0.00	0.07	0.00	0.00
ASV_8644	0.07	0.00	0.00	0.00	0.00
ASV_8645	0.00	0.00	0.00	0.04	0.00
ASV_8646	0.07	0.00	0.00	0.00	0.00
ASV_8647	0.00	0.00	0.00	0.00	0.04
ASV_8649	0.07	0.00	0.00	0.04	0.00
ASV_8650	0.07	0.00	0.00	0.00	0.00
ASV_8651	0.07	0.00	0.00	0.00	0.00
ASV_8652	0.00	0.00	0.00	0.04	0.00
ASV_8653	0.00	0.07	0.00	0.07	0.00
ASV_8654	0.07	0.00	0.00	0.00	0.00
ASV_8655	0.27	0.00	0.00	0.19	0.00
ASV_8657	0.00	0.00	0.00	0.04	0.00
ASV_8658	0.00	0.00	0.00	0.00	0.04
ASV_8659	0.00	0.00	0.00	0.04	0.00
ASV_8661	0.00	0.07	0.00	0.15	0.00
ASV_8663	0.00	0.00	0.00	0.15	0.00
ASV_8664	0.00	0.00	0.00	0.04	0.00
ASV_8667	0.00	0.00	0.00	0.04	0.00
ASV_8668	0.07	0.00	0.00	0.00	0.00
ASV_8669	0.00	0.00	0.07	0.00	0.00
ASV_8670	0.00	0.73	0.00	0.00	0.00
ASV_8671	0.00	0.00	0.00	0.07	0.00
ASV_8676	0.00	0.00	0.00	0.04	0.00
ASV_8678	0.00	0.00	0.07	0.00	0.00
ASV_8679	0.13	0.00	0.00	0.00	0.00
ASV_8680	0.00	0.00	0.07	0.00	0.00
ASV_8681	0.00	0.00	0.00	0.04	0.00
ASV_8682	0.00	0.00	0.00	0.04	0.00
ASV_8683	0.33	0.07	0.07	0.37	0.15
ASV_8684	0.33	0.00	0.40	0.00	0.00
ASV_8685	0.00	0.07	0.00	0.00	0.00
ASV_8686	0.00	0.00	0.00	0.04	0.07
ASV_8687	0.00	0.00	0.00	0.15	0.15
ASV_8688	0.00	0.00	0.00	0.11	0.33
ASV_8689	0.07	0.00	0.00	0.00	0.00
ASV_8690	0.00	0.00	0.00	0.11	0.11
ASV_8693	0.13	0.40	0.20	0.00	0.00
ASV_8694	0.00	0.00	0.00	0.04	0.00
ASV_8696	0.00	0.00	0.00	0.04	0.00
ASV_8698	0.27	0.13	0.00	0.07	0.00
ASV_8699	0.00	0.00	0.00	0.30	0.37
ASV_8700	0.00	0.07	0.00	0.00	0.00
ASV_8701	0.00	0.00	0.00	0.11	0.00
ASV_8703	0.20	0.00	0.00	0.00	0.00
ASV_8706	0.27	0.00	0.00	0.00	0.00
ASV_8708	0.00	0.00	0.00	0.22	0.33
ASV_8711	0.00	0.00	0.00	0.04	0.00
ASV_8712	0.00	0.00	0.00	0.04	0.00
ASV_8713	0.00	0.00	0.00	0.00	0.04
ASV_8714	0.00	0.00	0.00	0.04	0.00
ASV_8715	0.00	0.00	0.07	0.00	0.00
ASV_8716	0.13	0.00	0.00	0.00	0.00
ASV_8719	0.00	0.00	0.00	0.04	0.11
ASV_8721	0.00	0.00	0.00	0.33	0.44
ASV_8722	0.00	0.00	0.00	0.04	0.00
ASV_8724	0.00	0.07	0.20	0.00	0.00
ASV_8725	0.13	0.07	0.20	0.00	0.00
ASV_8727	0.00	0.00	0.00	0.00	0.07
ASV_8728	0.07	0.00	0.00	0.00	0.00
ASV_8730	0.00	0.00	0.00	0.00	0.04
ASV_8734	0.07	0.00	0.00	0.00	0.00
ASV_8737	0.33	0.00	0.07	0.00	0.00
ASV_8738	0.00	0.00	0.13	0.00	0.00
ASV_8739	0.07	0.00	0.00	0.00	0.00
ASV_8740	0.00	0.00	0.00	0.00	0.04
ASV_8741	0.00	0.07	0.00	0.00	0.00
ASV_8742	0.27	0.00	0.00	0.00	0.00
ASV_8743	0.00	0.27	0.27	0.00	0.00
ASV_8744	0.00	0.07	0.00	0.00	0.00
ASV_8745	0.00	0.00	0.00	0.04	0.00
ASV_8746	0.07	0.00	0.00	0.00	0.00
ASV_8747	0.00	0.00	0.00	0.04	0.00
ASV_8749	0.07	0.00	0.00	0.00	0.00
ASV_8750	0.00	0.00	0.00	0.04	0.00
ASV_8751	0.00	0.00	0.00	0.04	0.00
ASV_8753	0.20	0.00	0.27	0.00	0.00
ASV_8756	0.00	0.00	0.00	0.07	0.00
ASV_8757	0.00	0.00	0.07	0.00	0.00
ASV_8758	0.07	0.00	0.00	0.00	0.00
ASV_8761	0.07	0.00	0.00	0.00	0.00
ASV_8762	0.00	0.00	0.00	0.04	0.00
ASV_8763	0.07	0.00	0.00	0.00	0.00
ASV_8765	0.07	0.00	0.00	0.00	0.00
ASV_8766	0.00	0.07	0.00	0.00	0.00
ASV_8768	0.00	0.00	0.07	0.00	0.00
ASV_8770	0.00	0.07	0.00	0.00	0.00
ASV_8771	0.00	0.00	0.00	0.04	0.07
ASV_8772	0.00	0.00	0.00	0.00	0.04
ASV_8773	0.07	0.00	0.00	0.00	0.00
ASV_8774	0.07	0.00	0.00	0.00	0.00
ASV_8776	0.07	0.00	0.00	0.00	0.00
ASV_8778	0.07	0.00	0.00	0.00	0.00
ASV_8779	0.20	0.00	0.33	0.00	0.00
ASV_8780	0.00	0.00	0.00	0.11	0.37
ASV_8782	0.00	0.00	0.00	0.04	0.00
ASV_8783	0.00	0.00	0.00	0.04	0.00
ASV_8788	0.00	0.00	0.00	0.00	0.04
ASV_8790	0.07	0.00	0.00	0.00	0.00
ASV_8791	0.00	0.00	0.00	0.19	0.19
ASV_8792	0.20	0.00	0.07	0.00	0.00
ASV_8796	0.00	0.00	0.00	0.07	0.07
ASV_8798	0.00	0.00	0.00	0.04	0.00
ASV_8800	0.07	0.00	0.00	0.00	0.00
ASV_8801	0.00	0.00	0.00	0.00	0.04
ASV_8802	0.00	0.00	0.00	0.00	0.33
ASV_8805	0.00	0.27	0.00	0.00	0.00
ASV_8806	0.07	0.00	0.00	0.00	0.00
ASV_8807	0.00	0.00	0.00	0.04	0.00
ASV_8808	0.00	0.00	0.00	0.04	0.15
ASV_8810	0.07	0.00	0.00	0.00	0.00
ASV_8811	0.07	0.00	0.00	0.00	0.00
ASV_8812	0.00	0.00	0.20	0.00	0.00
ASV_8814	0.27	0.07	0.00	0.19	0.04
ASV_8815	0.00	0.00	0.00	0.04	0.00
ASV_8816	0.07	0.00	0.00	0.00	0.00
ASV_8817	0.07	0.00	0.07	0.00	0.00
ASV_8818	0.00	0.00	0.00	0.04	0.00
ASV_8819	0.00	0.00	0.00	0.04	0.00
ASV_8820	0.00	0.00	0.00	0.00	0.04
ASV_8822	0.07	0.00	0.00	0.00	0.00
ASV_8823	0.00	0.00	0.00	0.04	0.00
ASV_8824	0.07	0.00	0.00	0.00	0.00
ASV_8825	0.00	0.00	0.00	0.04	0.04
ASV_8827	0.13	0.00	0.00	0.00	0.00
ASV_8828	0.00	0.27	0.00	0.00	0.00
ASV_8829	0.00	0.07	0.00	0.00	0.00
ASV_8830	0.00	0.00	0.00	0.04	0.04
ASV_8831	0.00	0.07	0.00	0.00	0.00
ASV_8833	0.00	0.00	0.00	0.00	0.04
ASV_8834	0.80	0.33	0.60	0.00	0.00
ASV_8835	0.00	0.07	0.00	0.00	0.00
ASV_8836	0.00	0.00	0.00	0.04	0.00
ASV_8837	0.33	0.00	0.00	0.00	0.00
ASV_8838	0.00	0.00	0.07	0.00	0.00
ASV_8840	0.00	0.00	0.00	0.11	0.37
ASV_8841	0.00	0.00	0.00	0.04	0.15
ASV_8842	0.00	0.00	0.00	0.04	0.07
ASV_8843	0.00	0.13	0.00	0.00	0.00
ASV_8845	0.13	0.00	0.00	0.00	0.00
ASV_8846	0.07	0.00	0.00	0.00	0.00
ASV_8847	0.00	0.00	0.00	0.04	0.00
ASV_8849	0.00	0.00	0.00	0.04	0.00
ASV_8850	0.07	0.00	0.00	0.00	0.00
ASV_8851	0.00	0.00	0.00	0.07	0.04
ASV_8852	0.07	0.00	0.00	0.00	0.00
ASV_8853	0.00	0.00	0.00	0.00	0.19
ASV_8854	0.00	0.00	0.00	0.04	0.00
ASV_8856	0.07	0.07	0.00	0.00	0.00
ASV_8857	0.07	0.00	0.00	0.00	0.00
ASV_8858	0.00	0.00	0.00	0.04	0.00
ASV_8859	0.07	0.00	0.00	0.00	0.00
ASV_8862	0.00	0.00	0.07	0.00	0.00
ASV_8864	0.13	0.00	0.00	0.22	0.00
ASV_8869	0.00	0.00	0.00	0.00	0.04
ASV_8870	0.00	0.00	0.00	0.04	0.00
ASV_8871	0.00	0.00	0.00	0.04	0.00
ASV_8872	0.00	0.00	0.00	0.04	0.00
ASV_8874	0.00	0.00	0.00	0.04	0.00
ASV_8876	0.00	0.00	0.00	0.07	0.00
ASV_8877	0.00	0.00	0.00	0.04	0.00
ASV_8878	0.00	0.00	0.00	0.04	0.22
ASV_8879	0.00	0.20	0.00	0.00	0.00
ASV_8880	0.13	0.00	0.00	0.00	0.00
ASV_8881	0.00	0.20	0.00	0.00	0.00
ASV_8883	0.00	0.00	0.00	0.15	0.11
ASV_8884	0.07	0.00	0.00	0.00	0.00
ASV_8887	0.00	0.00	0.00	0.04	0.00
ASV_8888	0.00	0.00	0.20	0.00	0.00
ASV_8889	0.00	0.07	0.13	0.00	0.00
ASV_8890	0.00	0.00	0.00	0.00	0.04
ASV_8892	0.00	0.00	0.00	0.11	0.00
ASV_8893	0.53	0.00	0.13	0.22	0.37
ASV_8894	0.40	0.53	0.20	0.00	0.00
ASV_8895	0.00	0.00	0.13	0.00	0.00
ASV_8896	0.00	0.07	0.00	0.00	0.00
ASV_8897	0.00	0.00	0.00	0.19	0.44
ASV_8898	0.00	0.00	0.00	0.04	0.00
ASV_8900	0.00	0.13	0.00	0.00	0.00
ASV_8902	0.07	0.00	0.00	0.00	0.00
ASV_8904	0.00	0.13	0.00	0.00	0.00
ASV_8905	0.07	0.00	0.00	0.00	0.00
ASV_8906	0.07	0.00	0.00	0.00	0.00
ASV_8907	0.00	0.00	0.00	0.04	0.00
ASV_8908	0.00	0.07	0.00	0.00	0.00
ASV_8909	0.00	0.00	0.00	0.04	0.00
ASV_8911	0.07	0.00	0.00	0.00	0.00
ASV_8913	0.00	0.00	0.20	0.00	0.00
ASV_8914	0.00	0.13	0.00	0.00	0.00
ASV_8915	0.00	0.07	0.00	0.00	0.00
ASV_8916	0.07	0.00	0.00	0.00	0.00
ASV_8917	0.00	0.00	0.00	0.04	0.00
ASV_8918	0.00	0.40	0.00	0.00	0.00
ASV_8919	0.07	0.00	0.00	0.00	0.00
ASV_8920	0.20	0.00	0.00	0.00	0.00
ASV_8922	0.00	0.07	0.00	0.00	0.00
ASV_8923	0.00	0.00	0.00	0.04	0.00
ASV_8924	0.00	0.00	0.00	0.00	0.07
ASV_8925	0.00	0.07	0.00	0.00	0.00
ASV_8926	0.00	0.27	0.00	0.11	0.07
ASV_8928	0.00	0.00	0.00	0.00	0.04
ASV_8929	0.20	0.00	0.07	0.00	0.00
ASV_8930	0.00	0.07	0.00	0.00	0.00
ASV_8932	0.00	0.00	0.00	0.07	0.00
ASV_8933	0.00	0.00	0.00	0.00	0.04
ASV_8936	0.13	0.00	0.00	0.00	0.00
ASV_8937	0.00	0.00	0.00	0.00	0.11
ASV_8938	0.07	0.00	0.00	0.00	0.00
ASV_8940	0.07	0.00	0.00	0.00	0.00
ASV_8942	0.00	0.00	0.00	0.04	0.04
ASV_8943	0.00	0.00	0.00	0.07	0.00
ASV_8945	0.00	0.00	0.07	0.00	0.00
ASV_8946	0.33	0.00	0.00	0.00	0.00
ASV_8948	0.33	0.27	0.20	0.00	0.00
ASV_8949	0.07	0.00	0.00	0.00	0.00
ASV_8950	0.00	0.00	0.00	0.04	0.00
ASV_8951	0.00	0.00	0.00	0.04	0.00
ASV_8953	0.00	0.00	0.00	0.00	0.04
ASV_8954	0.20	0.00	0.00	0.00	0.00
ASV_8955	0.00	0.00	0.00	0.04	0.00
ASV_8956	0.00	0.00	0.00	0.04	0.00
ASV_8957	0.00	0.20	0.00	0.00	0.00
ASV_8958	0.00	0.00	0.00	0.04	0.00
ASV_8959	0.07	0.00	0.00	0.00	0.00
ASV_8960	0.00	0.00	0.00	0.04	0.00
ASV_8961	0.00	0.00	0.07	0.00	0.00
ASV_8962	0.00	0.00	0.00	0.00	0.15
ASV_8963	0.00	0.00	0.07	0.00	0.00
ASV_8964	0.07	0.00	0.00	0.00	0.00
ASV_8965	0.00	0.27	0.07	0.00	0.00
ASV_8966	0.00	0.00	0.00	0.07	0.00
ASV_8967	0.07	0.00	0.00	0.00	0.00
ASV_8970	0.20	0.00	0.00	0.00	0.00
ASV_8972	0.00	0.00	0.00	0.04	0.04
ASV_8974	0.00	0.07	0.00	0.00	0.00
ASV_8976	0.00	0.00	0.00	0.04	0.00
ASV_8977	0.00	0.27	0.00	0.00	0.00
ASV_8978	0.00	0.00	0.07	0.04	0.00
ASV_8979	0.20	0.00	0.00	0.00	0.00
ASV_8980	0.07	0.00	0.00	0.15	0.00
ASV_8982	0.07	0.00	0.20	0.00	0.00
ASV_8983	0.00	0.07	0.00	0.00	0.00
ASV_8984	0.07	0.00	0.00	0.00	0.00
ASV_8985	0.00	0.00	0.00	0.04	0.00
ASV_8986	0.00	0.00	0.00	0.07	0.00
ASV_8987	0.00	0.00	0.00	0.00	0.04
ASV_8988	0.00	0.00	0.00	0.04	0.00
ASV_8989	0.00	0.07	0.00	0.00	0.00
ASV_8990	0.00	0.00	0.00	0.04	0.00
ASV_8991	0.07	0.00	0.00	0.00	0.00
ASV_8992	0.00	0.07	0.00	0.00	0.00
ASV_8993	0.00	0.00	0.00	0.07	0.00
ASV_8995	0.00	0.00	0.00	0.22	0.00
ASV_8996	0.00	0.00	0.00	0.04	0.00
ASV_8997	0.07	0.00	0.00	0.00	0.00
ASV_8998	0.07	0.00	0.00	0.00	0.00
ASV_8999	0.00	0.00	0.00	0.04	0.00
ASV_9000	0.00	0.00	0.00	0.00	0.04
ASV_9001	0.00	0.00	0.00	0.04	0.00
ASV_9002	0.33	0.00	0.00	0.00	0.00
ASV_9003	0.00	0.00	0.00	0.04	0.00
