ASVs	hdpe	wood	tw	water3	water02
ASV_16993	0.00	0.40	0.60	0.00	0.00
ASV_16994	0.00	0.00	0.00	0.04	0.00
ASV_16995	0.07	0.00	0.00	0.00	0.00
ASV_16996	0.00	0.00	0.07	0.00	0.00
ASV_16998	0.07	0.00	0.00	0.00	0.00
ASV_16999	0.00	0.00	0.00	0.00	0.04
ASV_17000	0.00	0.00	0.00	0.04	0.00
ASV_17002	0.00	0.13	0.07	0.00	0.00
ASV_17004	0.00	0.07	0.07	0.00	0.00
ASV_17005	0.07	0.00	0.80	0.00	0.00
ASV_17006	0.07	0.00	0.00	0.00	0.00
ASV_17008	0.00	0.00	0.00	0.04	0.00
ASV_17009	0.00	0.00	0.00	0.00	0.04
ASV_17012	0.00	0.40	0.00	0.00	0.00
ASV_17013	0.13	0.00	0.00	0.00	0.00
ASV_17016	0.00	0.07	0.00	0.26	0.00
ASV_17017	0.00	0.00	0.00	0.07	0.00
ASV_17018	0.00	0.00	0.13	0.00	0.00
ASV_17019	0.00	0.00	0.00	0.00	0.04
ASV_17023	0.00	0.00	0.00	0.00	0.07
ASV_17026	0.60	0.13	0.13	0.11	0.00
ASV_17027	0.20	0.07	0.07	0.00	0.00
ASV_17028	0.00	0.00	0.00	0.07	0.00
ASV_17029	0.00	0.00	0.07	0.00	0.00
ASV_17030	0.00	0.00	0.00	0.11	0.00
ASV_17031	0.13	0.00	0.13	0.00	0.00
ASV_17033	0.00	0.00	0.00	0.00	0.04
ASV_17034	0.00	0.13	0.00	0.00	0.00
ASV_17035	0.00	0.00	0.00	0.00	0.04
ASV_17037	0.00	0.00	0.07	0.00	0.00
ASV_17038	0.00	0.00	0.00	0.04	0.00
ASV_17040	0.00	0.00	0.00	0.07	0.00
ASV_17041	0.00	0.00	0.00	0.11	0.00
ASV_17042	0.00	0.00	0.07	0.00	0.00
ASV_17043	0.40	0.00	0.00	0.04	0.00
ASV_17044	0.07	0.00	0.00	0.00	0.00
ASV_17046	0.00	0.00	0.07	0.00	0.00
ASV_17047	0.13	0.07	0.00	0.07	0.00
ASV_17049	0.00	0.00	0.00	0.04	0.00
ASV_17051	0.00	0.20	0.00	0.00	0.00
ASV_17053	0.00	0.00	0.00	0.04	0.00
ASV_17054	0.00	0.07	0.00	0.00	0.00
ASV_17056	0.00	0.00	0.27	0.00	0.00
ASV_17057	0.00	0.07	0.00	0.00	0.00
ASV_17059	0.40	0.07	0.00	0.00	0.00
ASV_17060	0.00	0.07	0.07	0.00	0.00
ASV_17061	0.13	0.00	0.00	0.00	0.00
ASV_17062	0.00	0.20	0.00	0.00	0.00
ASV_17064	0.00	0.07	0.20	0.00	0.00
ASV_17065	0.00	0.00	0.00	0.04	0.00
ASV_17066	0.00	0.00	0.00	0.19	0.00
ASV_17068	0.00	0.00	0.00	0.04	0.00
ASV_17069	0.07	0.07	0.00	0.00	0.00
ASV_17070	0.00	0.00	0.33	0.00	0.00
ASV_17072	0.00	0.00	0.00	0.04	0.00
ASV_17073	0.00	0.00	0.00	0.41	0.44
ASV_17074	0.00	0.00	0.00	0.04	0.00
ASV_17075	0.00	0.00	0.00	0.07	0.00
ASV_17078	0.00	0.00	0.00	0.04	0.00
ASV_17079	0.07	0.00	0.00	0.00	0.00
ASV_17080	0.00	0.00	0.00	0.04	0.00
ASV_17081	0.00	0.00	0.00	0.04	0.00
ASV_17082	0.07	0.00	0.00	0.00	0.00
ASV_17083	0.53	0.00	0.00	0.00	0.00
ASV_17085	0.73	0.80	0.80	0.19	0.00
ASV_17086	0.00	0.00	0.00	0.00	0.04
ASV_17087	0.20	0.80	0.00	0.07	0.00
ASV_17088	0.47	0.00	0.00	0.07	0.00
ASV_17089	0.00	0.00	0.00	0.04	0.00
ASV_17090	0.00	0.00	0.07	0.00	0.00
ASV_17091	0.13	0.00	0.00	0.04	0.00
ASV_17092	0.07	0.20	0.00	0.00	0.00
ASV_17093	0.00	0.00	0.00	0.11	0.00
ASV_17094	0.00	0.00	0.00	0.04	0.00
ASV_17096	0.00	0.00	0.00	0.07	0.04
ASV_17098	0.07	0.00	0.00	0.22	0.00
ASV_17099	0.00	0.07	0.00	0.00	0.00
ASV_17101	0.00	0.00	0.07	0.00	0.00
ASV_17102	0.00	0.13	0.00	0.00	0.00
ASV_17104	0.07	0.00	0.00	0.00	0.00
ASV_17106	0.07	0.00	0.00	0.00	0.00
ASV_17107	0.00	0.00	0.00	0.04	0.11
ASV_17108	0.07	0.00	0.00	0.00	0.00
ASV_17109	0.00	0.00	0.00	0.07	0.26
ASV_17111	0.00	0.00	0.07	0.00	0.00
ASV_17112	0.00	0.00	0.00	0.04	0.00
ASV_17114	0.00	0.00	0.00	0.04	0.00
ASV_17115	0.67	0.47	0.47	0.26	0.00
ASV_17116	0.00	0.00	0.00	0.07	0.00
ASV_17117	0.73	0.80	0.60	0.00	0.00
ASV_17118	0.00	0.00	0.00	0.04	0.00
ASV_17119	0.07	0.00	0.00	0.00	0.00
ASV_17120	0.00	0.00	0.00	0.04	0.00
ASV_17121	0.00	0.00	0.00	0.00	0.11
ASV_17122	0.00	0.00	0.00	0.04	0.00
ASV_17123	0.00	0.00	0.00	0.07	0.19
ASV_17124	0.00	0.00	0.00	0.00	0.04
ASV_17126	0.07	0.00	0.00	0.00	0.00
ASV_17127	0.00	0.00	0.00	0.04	0.00
ASV_17129	0.00	0.00	0.00	0.04	0.00
ASV_17131	0.40	0.00	0.27	0.00	0.00
ASV_17133	0.00	0.00	0.00	0.00	0.04
ASV_17134	0.00	0.00	0.00	0.04	0.00
ASV_17135	0.00	0.00	0.00	0.11	0.00
ASV_17137	0.00	0.00	0.00	0.04	0.00
ASV_17138	0.00	0.07	0.00	0.00	0.00
ASV_17139	0.07	0.00	0.00	0.00	0.00
ASV_17140	0.00	0.00	0.00	0.04	0.00
ASV_17142	0.00	0.20	0.00	0.11	0.37
ASV_17143	0.13	0.00	0.00	0.07	0.00
ASV_17144	0.00	0.00	0.00	0.04	0.00
ASV_17145	0.00	0.00	0.00	0.26	0.41
ASV_17146	0.00	0.00	0.00	0.04	0.00
ASV_17147	0.00	0.00	0.00	0.04	0.00
ASV_17148	0.20	0.13	0.00	0.00	0.00
ASV_17149	0.00	0.07	0.00	0.00	0.00
ASV_17150	0.00	0.20	0.00	0.00	0.00
ASV_17152	0.00	0.00	0.00	0.04	0.00
ASV_17153	0.00	0.07	0.00	0.00	0.00
ASV_17154	0.20	0.00	0.00	0.00	0.00
ASV_17155	0.07	0.00	0.00	0.00	0.00
ASV_17156	0.20	0.00	0.07	0.00	0.00
ASV_17157	0.07	0.00	0.00	0.00	0.00
ASV_17158	0.00	0.00	0.00	0.00	0.07
ASV_17159	0.00	0.00	0.00	0.04	0.00
ASV_17161	0.53	0.13	0.33	0.00	0.00
ASV_17164	0.00	0.00	0.00	0.04	0.00
ASV_17165	0.07	0.00	0.00	0.00	0.00
ASV_17167	0.00	0.00	0.00	0.04	0.07
ASV_17168	0.33	0.47	0.40	0.00	0.00
ASV_17169	0.07	0.00	0.00	0.00	0.00
ASV_17171	0.20	0.00	0.00	0.00	0.00
ASV_17175	0.00	0.00	0.00	0.04	0.00
ASV_17176	0.00	0.07	0.00	0.07	0.00
ASV_17178	0.00	0.00	0.00	0.11	0.00
ASV_17180	0.60	0.20	0.20	0.00	0.00
ASV_17181	0.00	0.00	0.27	0.00	0.00
ASV_17182	0.00	0.07	0.00	0.00	0.00
ASV_17183	0.00	0.00	0.00	0.04	0.00
ASV_17184	0.00	0.00	0.07	0.00	0.00
ASV_17185	0.00	0.00	0.00	0.15	0.00
ASV_17187	0.00	0.07	0.00	0.00	0.00
ASV_17189	0.00	0.20	0.00	0.00	0.00
ASV_17190	0.07	0.00	0.00	0.00	0.00
ASV_17191	0.00	0.00	0.00	0.00	0.04
ASV_17192	0.00	0.00	0.07	0.00	0.00
ASV_17193	0.00	0.00	0.00	0.04	0.11
ASV_17196	0.00	0.00	0.00	0.04	0.00
ASV_17198	0.07	0.13	0.00	0.63	0.00
ASV_17199	0.13	0.07	0.13	0.00	0.00
ASV_17201	0.00	0.00	0.00	0.04	0.00
ASV_17202	0.40	0.00	0.00	0.00	0.00
ASV_17204	0.00	0.00	0.00	0.04	0.00
ASV_17205	0.00	0.00	0.00	0.11	0.26
ASV_17206	0.00	0.07	0.00	0.00	0.00
ASV_17207	0.00	0.00	0.00	0.04	0.00
ASV_17208	0.00	0.00	0.00	0.04	0.00
ASV_17210	0.00	0.00	0.00	0.11	0.11
ASV_17211	0.13	0.00	0.00	0.00	0.00
ASV_17213	0.00	0.00	0.00	0.11	0.00
ASV_17216	0.33	0.00	0.00	0.00	0.00
ASV_17218	0.00	0.00	0.00	0.04	0.00
ASV_17219	0.00	0.07	0.00	0.00	0.00
ASV_17220	0.00	0.00	0.47	0.00	0.00
ASV_17221	0.00	0.20	0.00	0.00	0.00
ASV_17222	0.00	0.00	0.00	0.00	0.04
ASV_17223	0.27	0.00	0.00	0.00	0.00
ASV_17224	0.00	0.13	0.00	0.00	0.00
ASV_17225	0.00	0.07	0.00	0.00	0.00
ASV_17226	0.00	0.00	0.13	0.00	0.00
ASV_17228	0.00	0.00	0.00	0.00	0.07
ASV_17229	0.00	0.00	0.07	0.00	0.00
ASV_17230	0.00	0.00	0.00	0.04	0.00
ASV_17231	0.13	0.00	0.00	0.00	0.00
ASV_17232	0.07	0.00	0.00	0.00	0.00
ASV_17233	0.00	0.00	0.00	0.04	0.00
ASV_17234	0.00	0.00	0.00	0.07	0.00
ASV_17236	0.07	0.07	0.20	0.00	0.00
ASV_17237	0.00	0.07	0.00	0.00	0.00
ASV_17238	0.07	0.00	0.00	0.00	0.00
ASV_17239	0.00	0.00	0.20	0.00	0.00
ASV_17240	0.00	0.00	0.00	0.04	0.00
ASV_17241	0.07	0.00	0.00	0.00	0.00
ASV_17242	0.00	0.00	0.00	0.04	0.04
ASV_17244	0.00	0.33	0.00	0.00	0.00
ASV_17248	0.00	0.00	0.00	0.04	0.00
ASV_17250	0.00	0.07	0.00	0.00	0.00
ASV_17251	0.00	0.00	0.00	0.15	0.00
ASV_17253	0.00	0.00	0.07	0.00	0.00
ASV_17255	0.00	0.00	0.00	0.04	0.00
ASV_17256	0.07	0.27	0.00	0.00	0.00
ASV_17258	0.00	0.00	0.00	0.00	0.04
ASV_17259	0.00	0.00	0.07	0.00	0.00
ASV_17260	0.00	0.00	0.00	0.04	0.00
ASV_17262	0.00	0.00	0.00	0.04	0.00
ASV_17263	0.07	0.00	0.00	0.00	0.00
ASV_17264	0.00	0.00	0.00	0.04	0.00
ASV_17265	0.00	0.00	0.07	0.00	0.00
ASV_17267	0.00	0.00	0.00	0.04	0.00
ASV_17268	0.07	0.00	0.00	0.00	0.00
ASV_17269	0.27	0.27	0.07	0.04	0.00
ASV_17270	0.00	0.00	0.00	0.04	0.00
ASV_17273	0.00	0.20	0.00	0.00	0.00
ASV_17274	0.00	0.13	0.00	0.00	0.00
ASV_17275	0.00	0.00	0.00	0.04	0.00
ASV_17277	0.47	0.20	0.27	0.00	0.00
ASV_17278	0.00	0.00	0.00	0.04	0.00
ASV_17279	0.00	0.00	0.00	0.00	0.04
ASV_17280	0.00	0.00	0.07	0.00	0.00
ASV_17281	0.00	0.00	0.00	0.00	0.04
ASV_17282	0.00	0.00	0.07	0.00	0.00
ASV_17283	0.00	0.00	0.00	0.00	0.04
ASV_17284	0.07	0.00	0.00	0.00	0.00
ASV_17285	0.00	0.00	0.00	0.04	0.00
ASV_17286	0.07	0.00	0.00	0.00	0.00
ASV_17287	0.00	0.00	0.00	0.00	0.04
ASV_17288	0.00	0.00	0.00	0.19	0.04
ASV_17289	0.00	0.00	0.00	0.07	0.00
ASV_17290	0.00	0.00	0.00	0.07	0.04
ASV_17292	0.00	0.00	0.00	0.04	0.00
ASV_17293	0.00	0.00	0.00	0.07	0.00
ASV_17294	0.53	0.00	0.00	0.00	0.00
ASV_17295	0.00	0.00	0.00	0.19	0.07
ASV_17297	0.00	0.00	0.00	0.15	0.11
ASV_17299	0.00	0.00	0.00	0.00	0.04
ASV_17300	0.00	0.00	0.00	0.07	0.00
ASV_17301	0.07	0.07	0.00	0.00	0.00
ASV_17302	0.00	0.00	0.00	0.00	0.04
ASV_17303	0.00	0.00	0.00	0.00	0.04
ASV_17304	0.00	0.00	0.00	0.00	0.04
ASV_17306	0.00	0.47	0.00	0.00	0.00
ASV_17307	0.00	0.00	0.00	0.07	0.00
ASV_17308	0.00	0.07	0.00	0.04	0.00
ASV_17309	0.00	0.00	0.00	0.04	0.00
ASV_17310	0.00	0.00	0.00	0.07	0.00
ASV_17311	0.00	0.00	0.00	0.00	0.04
ASV_17312	0.00	0.00	0.00	0.07	0.00
ASV_17313	0.00	0.00	0.00	0.00	0.04
ASV_17314	0.07	0.00	0.00	0.00	0.00
ASV_17315	0.00	0.00	0.00	0.04	0.00
ASV_17316	0.00	0.00	0.00	0.00	0.04
ASV_17318	0.00	0.00	0.00	0.04	0.07
ASV_17319	0.00	0.33	0.00	0.00	0.00
ASV_17320	0.13	0.00	0.00	0.00	0.00
ASV_17322	0.00	0.00	0.00	0.04	0.00
ASV_17324	0.00	0.00	0.13	0.00	0.00
ASV_17325	0.00	0.13	0.00	0.00	0.00
ASV_17328	0.07	0.00	0.00	0.00	0.00
ASV_17329	0.00	0.00	0.00	0.00	0.11
ASV_17330	0.13	0.00	0.07	0.00	0.00
ASV_17331	0.00	0.00	0.00	0.04	0.00
ASV_17333	0.00	0.00	0.00	0.00	0.04
ASV_17334	0.13	0.07	0.00	0.00	0.00
ASV_17335	0.00	0.07	0.00	0.00	0.00
ASV_17336	0.00	0.00	0.00	0.04	0.00
ASV_17337	0.00	0.00	0.00	0.04	0.00
ASV_17338	0.00	0.00	0.00	0.07	0.00
ASV_17339	0.00	0.00	0.00	0.04	0.00
ASV_17340	0.00	0.00	0.07	0.00	0.00
ASV_17341	0.00	0.00	0.00	0.04	0.00
ASV_17342	0.07	0.00	0.00	0.00	0.00
ASV_17343	0.00	0.00	0.00	0.04	0.00
ASV_17344	0.00	0.20	0.27	0.00	0.00
ASV_17345	0.00	0.00	0.00	0.04	0.00
ASV_17346	0.00	0.00	0.00	0.11	0.15
ASV_17347	0.00	0.00	0.00	0.11	0.07
ASV_17348	0.00	0.00	0.27	0.00	0.00
ASV_17349	0.00	0.00	0.00	0.04	0.30
ASV_17350	0.00	0.00	0.13	0.00	0.00
ASV_17351	0.00	0.00	0.07	0.00	0.00
ASV_17352	0.13	0.00	0.00	0.00	0.00
ASV_17354	0.07	0.00	0.00	0.00	0.00
ASV_17356	0.00	0.07	0.00	0.00	0.00
ASV_17357	0.00	0.00	0.00	0.07	0.19
ASV_17358	0.07	0.00	0.00	0.00	0.00
ASV_17359	0.40	0.00	0.33	0.04	0.00
ASV_17360	0.07	0.00	0.00	0.00	0.00
ASV_17361	0.00	0.00	0.00	0.11	0.00
ASV_17362	0.00	0.00	0.00	0.04	0.00
ASV_17363	0.33	0.33	0.07	0.15	0.04
ASV_17364	0.00	0.00	0.00	0.07	0.19
ASV_17365	0.00	0.07	0.00	0.00	0.00
ASV_17366	0.07	0.00	0.00	0.00	0.00
ASV_17367	0.00	0.00	0.00	0.04	0.00
ASV_17368	0.00	0.00	0.07	0.00	0.00
ASV_17369	0.07	0.00	0.00	0.00	0.00
ASV_17371	0.27	0.00	0.00	0.04	0.00
ASV_17372	0.00	0.07	0.00	0.00	0.00
ASV_17373	0.20	0.00	0.13	0.00	0.00
ASV_17375	0.07	0.00	0.00	0.00	0.00
ASV_17376	0.00	0.13	0.00	0.00	0.00
ASV_17377	0.07	0.00	0.00	0.00	0.00
ASV_17379	0.00	0.00	0.00	0.00	0.04
ASV_17380	0.00	0.00	0.00	0.04	0.00
ASV_17382	0.00	0.07	0.00	0.00	0.00
ASV_17383	0.07	0.07	0.00	0.00	0.00
ASV_17385	0.00	0.00	0.00	0.04	0.04
ASV_17387	0.00	0.00	0.00	0.04	0.00
ASV_17388	0.07	0.00	0.00	0.00	0.00
ASV_17389	0.00	0.00	0.00	0.04	0.00
ASV_17390	0.07	0.00	0.00	0.00	0.00
ASV_17393	0.07	0.00	0.00	0.00	0.00
ASV_17395	0.00	0.07	0.13	0.00	0.00
ASV_17398	0.00	0.07	0.00	0.00	0.00
ASV_17399	0.00	0.00	0.00	0.04	0.00
ASV_17401	0.00	0.20	0.00	0.00	0.00
ASV_17403	0.00	0.00	0.00	0.00	0.04
ASV_17404	0.00	0.00	0.00	0.04	0.00
ASV_17405	0.07	0.00	0.00	0.04	0.00
ASV_17407	0.00	0.00	0.07	0.00	0.00
ASV_17408	0.07	0.00	0.00	0.07	0.00
ASV_17410	0.13	0.00	0.00	0.00	0.00
ASV_17411	0.07	0.00	0.00	0.11	0.00
ASV_17413	0.00	0.00	0.00	0.07	0.00
ASV_17414	0.00	0.00	0.00	0.00	0.04
ASV_17416	0.07	0.00	0.00	0.00	0.00
ASV_17417	0.00	0.00	0.00	0.15	0.04
ASV_17419	0.00	0.00	0.00	0.11	0.00
ASV_17420	0.07	0.00	0.00	0.00	0.00
ASV_17422	0.00	0.00	0.00	0.04	0.00
ASV_17423	0.07	0.00	0.00	0.00	0.00
ASV_17424	0.00	0.00	0.00	0.04	0.00
ASV_17425	0.07	0.00	0.00	0.00	0.00
ASV_17426	0.00	0.00	0.00	0.04	0.00
ASV_17427	0.00	0.00	0.00	0.00	0.07
ASV_17428	0.07	0.00	0.00	0.00	0.00
ASV_17430	0.00	0.13	0.00	0.00	0.00
ASV_17431	0.00	0.00	0.00	0.00	0.11
ASV_17432	0.00	0.00	0.00	0.15	0.37
ASV_17435	0.00	0.00	0.00	0.04	0.00
ASV_17436	0.00	0.00	0.00	0.04	0.00
ASV_17440	0.07	0.00	0.00	0.00	0.00
ASV_17442	0.00	0.00	0.00	0.04	0.00
ASV_17443	0.00	0.00	0.00	0.04	0.04
ASV_17444	0.13	0.07	0.13	0.00	0.00
ASV_17445	0.00	0.00	0.00	0.04	0.00
ASV_17446	0.00	0.13	0.00	0.00	0.00
ASV_17447	0.00	0.00	0.27	0.00	0.00
ASV_17448	0.00	0.00	0.00	0.07	0.00
ASV_17449	0.07	0.00	0.00	0.00	0.00
ASV_17451	0.00	0.00	0.00	0.07	0.19
ASV_17452	0.00	0.40	0.00	0.00	0.00
ASV_17453	0.00	0.00	0.00	0.04	0.00
ASV_17454	0.00	0.07	0.00	0.00	0.00
ASV_17455	0.00	0.00	0.00	0.07	0.00
ASV_17457	0.00	0.00	0.00	0.04	0.33
ASV_17458	0.00	0.00	0.00	0.15	0.11
ASV_17459	0.00	0.00	0.00	0.04	0.00
ASV_17460	0.00	0.07	0.00	0.00	0.00
ASV_17461	0.00	0.00	0.00	0.04	0.00
ASV_17462	0.00	0.07	0.00	0.00	0.00
ASV_17463	0.07	0.00	0.07	0.00	0.00
ASV_17464	0.00	0.00	0.07	0.04	0.00
ASV_17465	0.00	0.00	0.07	0.00	0.00
ASV_17469	0.13	0.00	0.00	0.00	0.00
ASV_17471	0.00	0.00	0.00	0.00	0.04
ASV_17472	0.07	0.00	0.00	0.00	0.00
ASV_17473	0.00	0.00	0.33	0.00	0.00
ASV_17474	0.00	0.00	0.00	0.04	0.00
ASV_17475	0.27	0.00	0.00	0.00	0.00
ASV_17476	0.00	0.00	0.00	0.04	0.04
ASV_17477	0.00	0.00	0.00	0.04	0.00
ASV_17478	0.00	0.00	0.00	0.04	0.00
ASV_17479	0.13	0.00	0.00	0.00	0.00
ASV_17480	0.60	0.00	0.00	0.00	0.00
ASV_17481	0.00	0.07	0.13	0.00	0.00
ASV_17483	0.53	0.00	0.00	0.19	0.04
ASV_17484	0.00	0.00	0.00	0.00	0.04
ASV_17485	0.00	0.00	0.00	0.04	0.00
ASV_17487	0.00	0.00	0.00	0.11	0.04
ASV_17488	0.07	0.00	0.00	0.04	0.00
ASV_17489	0.00	0.00	0.07	0.00	0.00
ASV_17490	0.07	0.00	0.00	0.00	0.00
ASV_17492	0.00	0.00	0.00	0.00	0.04
ASV_17493	0.07	0.07	0.00	0.00	0.00
ASV_17494	0.00	0.00	0.00	0.15	0.15
ASV_17497	0.00	0.00	0.00	0.07	0.07
ASV_17498	0.27	0.00	0.07	0.00	0.00
ASV_17499	0.40	0.27	0.00	0.00	0.00
ASV_17500	0.00	0.00	0.07	0.00	0.00
ASV_17501	0.00	0.00	0.00	0.07	0.00
ASV_17502	0.13	0.00	0.00	0.00	0.00
ASV_17503	0.00	0.00	0.00	0.30	0.33
ASV_17504	0.07	0.00	0.00	0.00	0.00
ASV_17506	0.00	0.40	0.20	0.00	0.00
ASV_17507	0.00	0.00	0.00	0.04	0.00
ASV_17508	0.00	0.00	0.00	0.04	0.00
ASV_17509	0.00	0.00	0.00	0.19	0.00
ASV_17510	0.00	0.07	0.00	0.00	0.00
ASV_17511	0.00	0.00	0.00	0.04	0.00
ASV_17512	0.00	0.00	0.00	0.04	0.00
ASV_17513	0.00	0.00	0.00	0.00	0.04
ASV_17515	0.07	0.00	0.00	0.00	0.00
ASV_17516	0.00	0.00	0.00	0.04	0.00
ASV_17517	0.00	0.00	0.00	0.00	0.04
ASV_17520	0.00	0.00	0.00	0.04	0.00
ASV_17521	0.00	0.00	0.00	0.04	0.00
ASV_17522	0.00	0.00	0.00	0.07	0.00
ASV_17524	0.07	0.00	0.00	0.00	0.00
ASV_17525	0.00	0.07	0.00	0.00	0.00
ASV_17527	0.00	0.00	0.00	0.00	0.19
ASV_17529	0.00	0.00	0.00	0.19	0.04
ASV_17530	0.00	0.07	0.00	0.00	0.00
ASV_17531	0.07	0.00	0.00	0.00	0.00
ASV_17532	0.00	0.00	0.00	0.04	0.00
ASV_17533	0.00	0.07	0.00	0.04	0.00
ASV_17534	0.00	0.00	0.00	0.11	0.15
ASV_17535	0.00	0.00	0.00	0.04	0.11
ASV_17536	0.00	0.00	0.00	0.22	0.22
ASV_17537	0.00	0.00	0.00	0.07	0.22
ASV_17539	0.20	0.00	0.00	0.00	0.00
ASV_17541	0.00	0.00	0.00	0.22	0.22
ASV_17542	0.13	0.00	0.00	0.00	0.00
ASV_17544	0.07	0.00	0.00	0.07	0.00
ASV_17545	0.00	0.00	0.00	0.04	0.00
ASV_17548	0.00	0.00	0.00	0.04	0.00
ASV_17549	0.07	0.00	0.13	0.04	0.00
ASV_17551	0.00	0.00	0.00	0.11	0.00
ASV_17552	0.00	0.07	0.00	0.00	0.00
ASV_17553	0.00	0.00	0.00	0.04	0.00
ASV_17554	0.00	0.00	0.00	0.07	0.00
ASV_17555	0.07	0.00	0.00	0.00	0.00
ASV_17557	0.40	0.40	0.00	0.00	0.00
ASV_17560	0.00	0.00	0.00	0.15	0.00
ASV_17561	0.00	0.00	0.27	0.00	0.00
ASV_17563	0.00	0.00	0.00	0.00	0.04
ASV_17564	0.13	0.00	0.00	0.00	0.00
ASV_17565	0.00	0.00	0.00	0.11	0.15
ASV_17566	0.20	0.00	0.00	0.00	0.00
ASV_17567	0.00	0.00	0.07	0.00	0.00
ASV_17569	0.00	0.00	0.00	0.11	0.00
ASV_17570	0.00	0.00	0.20	0.00	0.00
ASV_17571	0.00	0.00	0.00	0.22	0.22
ASV_17573	0.00	0.00	0.00	0.00	0.04
ASV_17574	0.13	0.00	0.00	0.00	0.00
ASV_17575	0.07	0.13	0.00	0.33	0.00
ASV_17576	0.00	0.00	0.00	0.07	0.04
ASV_17577	0.00	0.00	0.00	0.04	0.00
ASV_17578	0.00	0.00	0.00	0.11	0.11
ASV_17580	0.00	0.00	0.00	0.04	0.00
ASV_17581	0.07	0.00	0.00	0.00	0.00
ASV_17583	0.00	0.00	0.00	0.04	0.00
ASV_17584	0.00	0.00	0.07	0.00	0.00
ASV_17585	0.00	0.00	0.00	0.11	0.30
ASV_17587	0.00	0.00	0.00	0.04	0.00
ASV_17588	0.07	0.00	0.00	0.00	0.00
ASV_17589	0.00	0.00	0.00	0.04	0.00
ASV_17591	0.07	0.00	0.00	0.00	0.00
ASV_17592	0.00	0.00	0.00	0.04	0.00
ASV_17594	0.00	0.00	0.00	0.04	0.00
ASV_17596	0.07	0.00	0.00	0.00	0.00
ASV_17597	0.00	0.07	0.00	0.00	0.00
ASV_17598	0.07	0.00	0.00	0.00	0.00
ASV_17599	0.00	0.20	0.00	0.00	0.00
ASV_17600	0.00	0.07	0.00	0.00	0.00
ASV_17601	0.40	0.27	0.40	0.04	0.00
ASV_17602	0.07	0.00	0.00	0.00	0.00
ASV_17603	0.00	0.00	0.00	0.04	0.00
ASV_17604	0.00	0.00	0.33	0.00	0.00
ASV_17605	0.00	0.00	0.00	0.04	0.00
ASV_17606	0.40	0.13	0.33	0.00	0.00
ASV_17607	0.00	0.00	0.00	0.07	0.00
ASV_17611	0.00	0.00	0.00	0.37	0.22
ASV_17612	0.00	0.07	0.00	0.04	0.11
ASV_17613	0.00	0.00	0.00	0.04	0.00
ASV_17614	0.07	0.00	0.00	0.00	0.00
ASV_17615	0.00	0.00	0.00	0.22	0.22
ASV_17616	0.00	0.00	0.00	0.11	0.00
ASV_17617	0.00	0.00	0.00	0.04	0.00
ASV_17618	0.00	0.00	0.00	0.07	0.00
ASV_17619	0.33	0.20	0.27	0.00	0.00
ASV_17620	0.00	0.00	0.00	0.04	0.00
ASV_17621	0.00	0.00	0.00	0.07	0.00
ASV_17622	0.07	0.00	0.00	0.00	0.00
ASV_17623	0.00	0.00	0.00	0.00	0.04
ASV_17625	0.00	0.00	0.00	0.04	0.00
ASV_17626	0.00	0.00	0.00	0.22	0.44
ASV_17627	0.00	0.20	0.00	0.00	0.00
ASV_17628	0.00	0.00	0.20	0.00	0.00
ASV_17629	0.00	0.00	0.00	0.33	0.15
ASV_17630	0.00	0.00	0.13	0.00	0.00
ASV_17631	0.00	0.00	0.00	0.11	0.00
ASV_17632	0.07	0.00	0.00	0.30	0.00
ASV_17633	0.00	0.00	0.13	0.00	0.00
ASV_17634	0.07	0.00	0.00	0.00	0.00
ASV_17636	0.00	0.00	0.00	0.04	0.00
ASV_17637	0.00	0.00	0.00	0.00	0.04
ASV_17638	0.00	0.00	0.00	0.04	0.00
ASV_17639	0.07	0.00	0.00	0.00	0.00
ASV_17640	0.00	0.07	0.00	0.00	0.00
ASV_17641	0.00	0.00	0.00	0.11	0.22
ASV_17642	0.00	0.00	0.00	0.04	0.00
ASV_17643	0.47	0.00	0.00	0.07	0.00
ASV_17644	0.07	0.07	0.00	0.48	0.00
ASV_17646	0.00	0.27	0.07	0.00	0.00
ASV_17647	0.00	0.00	0.20	0.00	0.00
ASV_17648	0.00	0.00	0.13	0.22	0.11
ASV_17649	0.00	0.00	0.00	0.00	0.11
ASV_17650	0.00	0.00	0.00	0.04	0.07
ASV_17651	0.07	0.00	0.07	0.00	0.00
ASV_17652	0.00	0.00	0.00	0.04	0.00
ASV_17653	0.00	0.00	0.00	0.04	0.00
ASV_17654	0.00	0.20	0.00	0.00	0.00
ASV_17655	0.00	0.00	0.00	0.04	0.00
ASV_17656	0.07	0.00	0.00	0.00	0.00
ASV_17658	0.00	0.13	0.00	0.00	0.00
ASV_17659	0.00	0.07	0.00	0.00	0.00
ASV_17660	0.00	0.00	0.00	0.04	0.00
ASV_17661	0.07	0.00	0.00	0.00	0.00
ASV_17662	0.00	0.00	0.13	0.00	0.00
ASV_17664	0.00	0.00	0.00	0.04	0.00
ASV_17666	0.13	0.00	0.00	0.00	0.00
ASV_17667	0.27	0.00	0.07	0.00	0.00
ASV_17668	0.00	0.00	0.00	0.00	0.04
ASV_17669	0.00	0.00	0.00	0.04	0.00
ASV_17671	0.00	0.00	0.00	0.11	0.00
ASV_17673	0.00	0.00	0.00	0.04	0.00
