ASVs	bremen	brake	bremerhaven	helgolandT	helgolandS
ASV_2758	0.0	0.0	1.3	0.0	0.0
ASV_2773	3.7	0.0	0.0	0.0	0.0
ASV_2774	1.0	0.0	0.0	0.0	0.0
ASV_2780	0.3	0.0	0.0	0.0	0.0
ASV_2784	0.0	0.0	0.0	1.7	0.0
ASV_2792	0.0	0.0	0.0	0.3	0.0
ASV_2800	0.0	0.0	0.0	0.0	2.0
ASV_2802	0.0	0.7	0.0	0.0	0.0
ASV_2814	0.0	0.0	0.0	0.3	3.7
ASV_2824	1.0	1.3	0.0	0.0	0.0
ASV_2832	3.0	1.7	0.0	0.0	0.0
ASV_2849	0.0	0.0	0.7	0.0	0.0
ASV_2853	0.0	0.0	0.0	0.0	0.7
ASV_2868	0.0	0.0	0.0	0.3	0.0
ASV_2871	0.0	0.0	0.0	0.0	1.0
ASV_2887	5.3	2.7	5.0	2.0	0.0
ASV_2893	0.7	0.7	0.0	0.0	0.0
ASV_2894	0.0	0.0	0.0	4.3	0.3
ASV_2899	2.0	1.3	3.7	0.0	0.0
ASV_2902	5.7	3.3	0.3	0.0	0.0
ASV_2919	0.0	0.0	0.3	0.0	0.0
ASV_2926	0.0	0.0	0.0	0.0	37.3
ASV_2933	0.0	0.0	0.0	23.7	0.0
ASV_2956	0.0	0.0	1.0	0.0	0.0
ASV_2968	0.0	0.0	0.0	0.0	0.3
ASV_2970	7.7	17.3	67.0	12.0	0.0
ASV_2974	1.3	0.0	0.3	0.0	0.0
ASV_2985	0.0	0.0	1.3	0.7	0.0
ASV_2986	0.0	0.0	0.0	0.0	0.3
ASV_2991	0.0	0.0	0.0	6.7	0.0
ASV_3005	0.0	0.0	0.3	0.0	0.0
ASV_3015	0.0	0.0	0.0	0.0	1.3
ASV_3020	0.0	0.0	0.7	0.3	0.0
ASV_3021	0.0	0.0	0.0	0.3	0.0
ASV_3024	16.7	15.3	8.3	2.3	0.0
ASV_3028	0.3	0.0	0.0	0.0	0.0
ASV_3035	10.3	3.7	0.0	1.3	0.0
ASV_3043	3.3	2.7	0.7	0.0	0.0
ASV_3044	0.0	0.0	0.0	2.0	0.0
ASV_3046	0.0	2.0	0.0	0.0	0.0
ASV_3049	0.0	0.0	0.0	0.3	0.0
ASV_3050	0.0	0.0	0.3	0.0	0.0
